1658, 657
1652, 654
1643, 652
1632, 647
1612, 642
1577, 631
1541, 620
1506, 612
1469, 603
1441, 595
1413, 590
1395, 587
1379, 585
1370, 584
1360, 583
1351, 582
1341, 580
1333, 579
1323, 578
1307, 574
1295, 571
1279, 566
1265, 561
1248, 556
1232, 552
1216, 549
1202, 544
1184, 540
1172, 538
1155, 535
1136, 531
1118, 527
1103, 523
1087, 517
1070, 512
1049, 508
1027, 501
1000, 494
973, 486
948, 479
918, 470
893, 461
868, 453
844, 447
824, 438
809, 432
797, 427
787, 422
780, 421
773, 418
763, 416
749, 410
728, 400
708, 391
686, 382
657, 369
629, 359
606, 348
584, 341
566, 331
553, 326
546, 323
539, 319
533, 315
528, 312
522, 308
515, 302
505, 294
496, 287
483, 277
469, 268
452, 256
441, 248
430, 240
420, 232
410, 224
400, 215
390, 208
381, 199
372, 187
364, 179
353, 167
346, 158
338, 148
332, 142
327, 136
323, 131
318, 125
315, 122
310, 117
304, 109
298, 101
289, 93
280, 85
265, 75
254, 67
244, 59
234, 51
225, 46
219, 41
214, 38
211, 35
210, 34
209, 33
206, 31
206, 30
203, 27
203, 26
201, 23
200, 22
198, 20
197, 17
195, 15
195, 14
194, 14|True
194, 13
195, 12
199, 11
203, 11
204, 11
206, 11
207, 11
208, 11
212, 10
221, 8
235, 8
251, 8
270, 8
295, 8
322, 8
349, 8
371, 8
385, 8
392, 7
397, 6
400, 6
400, 6
402, 4
402, 4
403, 3
404, 3
405, 3
407, 2|True
407, 1
409, 1
415, 1
423, 1
433, 1
439, 1
449, 1
457, 1
465, 1
469, 1
476, 1
482, 1
488, 1
493, 1
500, 1
504, 1
508, 1
510, 1
514, 1
521, 1
527, 1
531, 1
537, 1
542, 1
546, 1
548, 1
551, 1
552, 1
554, 1
556, 1
558, 1
558, 0
561, 0
562, -1
565, 0
572, 0
582, 4
597, 6
619, 10
639, 13
665, 16
685, 19
705, 19
719, 19
730, 19
736, 19
741, 19
745, 19
749, 19
752, 19
755, 19
757, 19
759, 18
762, 17
764, 17
767, 17
770, 17
770, 17
773, 17
774, 16
778, 16
782, 14
786, 14
790, 13
796, 13
799, 13
803, 12
807, 12
810, 11
811, 10
812, 10
814, 10
814, 10|True
815, 10
812, 10
806, 10
795, 10
783, 10
770, 10
752, 10
732, 10
713, 10
697, 10
683, 10
674, 10
670, 10
668, 10
667, 10
666, 10
665, 10
664, 10
662, 10
660, 10
656, 10
652, 10
649, 10
645, 10
642, 10
639, 10
637, 10
633, 10
629, 10
625, 10
621, 10
614, 10
611, 10
608, 10|True
607, 10
604, 10
600, 10
592, 11
582, 12
572, 12
559, 12
543, 12
530, 12
520, 12
511, 12
502, 12
495, 14
489, 14
482, 14
477, 14
474, 14
472, 14
471, 14
470, 14|True
469, 14
466, 14
463, 14
458, 14
452, 14
444, 14
432, 14
418, 14
400, 14
381, 14
361, 14
339, 14
323, 14
310, 14
299, 14
290, 14
283, 14
275, 14
268, 14
260, 14
253, 13
247, 13
240, 12
234, 12
230, 10
228, 9|True
230, 15
247, 34
274, 65
307, 102
345, 141
387, 186
434, 225
484, 266
530, 303
576, 335
625, 369
677, 406
722, 447
763, 485
807, 519
844, 551
878, 584
907, 612
931, 638
950, 659
969, 679
984, 693
998, 710
1013, 728
1029, 752
1044, 772
1058, 793
1068, 812
1079, 830
1085, 842
1089, 851
1091, 858
1094, 864
1096, 870
1097, 874
1097, 877
1097, 880
1097, 881
1097, 882
1097, 883
1097, 884
1097, 885
1097, 887
1097, 890
1097, 895
1097, 898
1097, 903
1096, 907
1096, 911
1096, 915
1096, 918
1096, 921
1096, 924
1096, 927
1096, 932
1099, 939
1102, 947
1108, 958
1117, 973
1124, 984
1132, 994
1140, 1004
1146, 1013
1151, 1018
1154, 1024
1155, 1024
1155, 1025
1156, 1026
1157, 1027
1158, 1028
1160, 1030
1163, 1034
1168, 1040
1174, 1046
1182, 1053
1187, 1057
1189, 1060
1190, 1061
1191, 1062
1192, 1062
1193, 1062|True
1194, 1062
1196, 1062
1198, 1062
1201, 1062
1205, 1062
1208, 1062
1210, 1062
1212, 1062
1212, 1062
1214, 1062
1215, 1062
1216, 1062
1218, 1062
1219, 1062
1221, 1062
1221, 1062
1222, 1062
1224, 1062
1226, 1062
1228, 1062
1231, 1062
1232, 1062
1234, 1062
1236, 1062
1236, 1062
1238, 1062
1239, 1062
1241, 1062
1241, 1062
1242, 1062
1242, 1062|True
1244, 1062
1247, 1062
1251, 1062
1254, 1061
1257, 1061
1261, 1061
1265, 1061
1268, 1061
1269, 1061
1270, 1061
1271, 1061
1272, 1061
1274, 1061
1275, 1061
1277, 1061
1278, 1061|True
1278, 1061|True
1278, 1058
1271, 1049
1265, 1040
1256, 1031
1248, 1023
1238, 1011
1231, 1002
1226, 996
1222, 990
1218, 984
1217, 982
1216, 980
1214, 977
1214, 973
1212, 967
1206, 956
1202, 944
1196, 933
