102, 345
111, 345
127, 345
152, 345
198, 345
252, 345
319, 345
404, 351
486, 360
572, 360
659, 360
731, 360
799, 360
864, 360
923, 360
975, 360
1032, 360
1080, 360
1116, 360
1160, 357
1186, 353
1210, 348
1229, 343
1242, 336
1253, 331
1264, 326
1278, 314
1304, 298
1327, 289
1354, 281
1374, 275
1392, 273
1404, 270
1412, 269
1415, 269
1419, 268
1419, 268
1420, 268
1422, 268
1426, 268
1430, 268
1434, 268
1440, 268
1445, 268
1452, 268
1460, 270
1470, 272
1479, 273
1491, 275
1502, 276
1511, 277
1520, 278
1525, 278
1531, 280
1534, 280
1535, 280
1537, 280
1539, 280
1542, 279
1544, 278
1547, 276
1551, 275
1555, 275
1559, 274
1560, 273
1562, 272
1565, 272
1566, 272|True
1567, 272
1567, 273
1565, 278
1564, 281
1561, 287
1559, 289
1556, 292
1552, 298
1550, 301
1545, 305
1539, 309
1532, 314
1521, 320
1512, 325
1498, 331
1487, 335
1475, 341
1463, 346
1449, 353
1431, 363
1415, 373
1399, 382
1378, 392
1362, 402
1346, 411
1328, 421
1310, 430
1289, 443
1276, 450
1261, 462
1246, 475
1236, 484
1220, 497
1208, 507
1199, 513
1190, 520
1181, 525
1173, 531
1167, 535
1158, 539
1152, 542
1146, 545
1138, 549
1127, 553
1116, 556
1105, 559
1093, 560
1082, 561
1073, 562
1063, 565
1056, 567
1052, 569
1047, 570
1042, 572
1036, 574
1034, 574
1029, 575
1026, 576
1021, 578
1018, 578
1014, 578
1012, 578
1009, 578
1005, 578
1002, 578
998, 578
996, 578
993, 578
991, 578
988, 578
987, 578
985, 578
982, 578
978, 578
975, 578
971, 578
969, 578
968, 578|True
968, 578
965, 575
963, 569
963, 565
960, 556
958, 549
954, 539
949, 530
942, 518
935, 507
926, 496
918, 486
908, 474
895, 463
881, 453
862, 439
838, 423
811, 406
790, 396
763, 379
731, 361
705, 346
681, 336
656, 324
641, 318
623, 310
606, 303
594, 298
584, 296
574, 291
565, 287
556, 283
545, 277
538, 274
531, 271
524, 268
519, 265
513, 262
511, 261
509, 261
508, 261
507, 261
505, 260
504, 260
501, 259
499, 258
497, 257
493, 255
490, 254
486, 252
482, 249
477, 248
472, 245
468, 243
462, 241
459, 239
454, 239
452, 236
450, 236
447, 235
446, 235
443, 235
442, 233
439, 232
435, 232
429, 231
423, 228
415, 226
408, 223
398, 219
392, 217
385, 215
379, 212
375, 211
370, 208
367, 207
365, 206
360, 204
356, 202
350, 199
344, 197
337, 193
329, 190
322, 188
313, 184
303, 179
298, 177
290, 174
285, 172
275, 170
266, 168
256, 167
245, 166
235, 164
223, 163
212, 159
206, 157
199, 155
194, 153
192, 152
191, 151
190, 151
190, 153
193, 156
196, 159
199, 162
203, 165
205, 166
206, 168
211, 169
212, 170
213, 170|True
214, 171
216, 173
219, 175
223, 178
227, 181
230, 185
236, 191
240, 194
245, 198
248, 201
253, 203
255, 204
258, 206
263, 209
264, 210
266, 210
269, 210
273, 211
276, 211
278, 211
281, 213
284, 213
288, 213
291, 213
292, 213
294, 213
297, 213
300, 212
302, 211
305, 211
311, 210
315, 209
320, 209
326, 209
331, 209
338, 209
346, 211
353, 212
362, 215
370, 217
380, 220
389, 221
398, 222
411, 225
423, 226
435, 228
447, 228
457, 228
468, 228
480, 228
489, 228
500, 228
510, 228
521, 228
530, 228
541, 228
550, 228
558, 228
569, 228
578, 228
585, 228
593, 228
600, 228
607, 228
613, 228
623, 228
627, 228
631, 226
635, 226
638, 226
641, 225
643, 225
646, 225
647, 225
650, 225
652, 225
654, 225
657, 225
660, 225
662, 224
665, 222
665, 222
668, 221
670, 220
675, 218
678, 214
682, 211
687, 208
693, 202
698, 199
701, 195
705, 191
708, 188
710, 186
713, 181
714, 179
715, 176
718, 171
719, 164
722, 158
723, 154
724, 151
726, 149
727, 147
728, 146
729, 143
730, 142
731, 140
732, 138
733, 137
733, 136
733, 135
734, 133
734, 133
735, 132
735, 131
735, 130
737, 128
738, 127
740, 125
740, 123
741, 123
741, 122
741, 121
741, 120
741, 120
741, 118
739, 117
738, 116
736, 116
734, 115
733, 113
731, 113
730, 113
730, 112
729, 112
728, 112
727, 112
726, 112
725, 112
723, 113
721, 113
721, 113
719, 114|True
719, 114
716, 117
712, 120
711, 122
709, 124
706, 125
703, 128
701, 129
696, 131
692, 133
686, 135
678, 138
671, 140
661, 143
653, 144
645, 145
636, 147
627, 148
622, 149
615, 150
606, 153
599, 155
595, 157
588, 159
582, 160
577, 162
571, 164
566, 167
559, 170
553, 173
549, 175
543, 177
537, 181
532, 184
525, 187
520, 191
515, 193
511, 197
505, 199
503, 200
498, 202
494, 205
489, 208
484, 210
481, 211
477, 215
472, 217
467, 219
464, 220
462, 223
457, 224
453, 227
450, 229
446, 230
443, 233
438, 236
435, 237
429, 241
426, 242
421, 246
416, 248
412, 251
407, 252
401, 255
397, 257
389, 261
382, 266
375, 269
370, 272
363, 277
356, 281
348, 285
343, 288
335, 293
330, 297
323, 301
317, 305
314, 308
310, 311
306, 316
306, 317
305, 320
305, 321
305, 322
305, 325
305, 326
305, 329
305, 330
306, 333
307, 334
308, 336
308, 336
308, 339
310, 343
311, 347
313, 354
315, 362
317, 370
320, 381
323, 396
327, 417
327, 442
328, 472
330, 503
335, 529
339, 558
345, 580
353, 602
356, 614
359, 626
363, 640
368, 647
375, 658
385, 670
395, 682
410, 697
435, 714
459, 730
488, 747
520, 763
547, 771
577, 777
603, 782
632, 787
656, 787
686, 787
713, 787
738, 787
769, 785
794, 775
820, 762
850, 745
879, 726
910, 700
939, 674
968, 645
989, 621
1014, 593
1035, 565
1053, 538
1064, 522
1077, 505
1085, 490
1090, 481
1095, 471
1100, 461
1103, 454
1106, 446
1109, 436
1111, 429
1111, 418
1111, 407
1111, 390
1111, 378
1113, 365
1115, 356
1116, 346
1119, 337
1120, 326
1121, 316
1121, 307
1121, 296
1121, 284
1119, 274
1112, 261
1103, 247
1092, 235
1074, 217
1051, 199
1034, 183
1009, 165
987, 149
970, 136
954, 129
942, 123
931, 117
920, 114
908, 111
893, 108
880, 107
865, 106
852, 106
834, 106
819, 106
801, 105
785, 101
765, 100
741, 96
713, 92
691, 92
661, 92
634, 92
606, 92
582, 92
557, 92
535, 92
519, 92
502, 92
486, 92
473, 92
457, 89
444, 88
430, 83
418, 80
406, 76
393, 72
384, 70
373, 67
364, 65
356, 61
352, 60
349, 60
347, 59
345, 59
345, 59
343, 58
341, 57
338, 56
335, 54
330, 51
325, 48
321, 47
316, 44
314, 44
311, 43
307, 41
305, 40
303, 39
302, 39
300, 38
299, 38
299, 37
298, 37
297, 36
297, 35
296, 34
295, 34
294, 33
293, 32
293, 31
293, 30
292, 28
291, 26
290, 26
290, 25
289, 25
288, 23
287, 23
287, 21
286, 21
286, 20
286, 20
285, 19|True
288, 25
295, 33
302, 42
310, 50
317, 56
328, 62
340, 67
352, 73
365, 76
378, 81
394, 82
408, 83
421, 84
434, 84
446, 84
457, 84
469, 80
480, 77
490, 74
500, 71
511, 69
521, 65
528, 63
536, 61
540, 59
544, 57
547, 55
548, 52
550, 49
552, 46
553, 43
555, 38
555, 37
556, 35
556, 33
556, 31
556, 29
556, 28
556, 25
556, 24
556, 22
556, 22
556, 21
556, 21
556, 20
556, 19
556, 19
556, 18
556, 18
557, 18
559, 18
560, 18
563, 18
566, 18
567, 18
570, 18
572, 18
574, 19
575, 19
577, 20
577, 20
578, 20
578, 20
579, 20
580, 20
581, 20
581, 19
583, 19
583, 19
584, 19
586, 19
586, 19
587, 19
587, 19
588, 20
588, 20|True
592, 23
601, 37
616, 63
634, 95
654, 130
671, 157
690, 189
714, 219
735, 249
758, 277
781, 308
808, 339
824, 361
848, 396
869, 433
889, 468
905, 492
924, 513
931, 520
935, 525
937, 527
937, 529
939, 530
940, 532
942, 536
944, 540
948, 547
949, 553
953, 562
956, 569
958, 572
958, 574
960, 576
961, 578
963, 579
965, 582
967, 583
969, 584
970, 586
972, 587
972, 587|True
972, 587
968, 587
961, 587
955, 587
949, 587
944, 587
941, 587
939, 587
937, 587
935, 587
934, 587
931, 587
930, 587
928, 587
925, 587
920, 586
916, 586
912, 586
909, 586
906, 585
903, 585
901, 585
899, 584
896, 584
895, 584
892, 584
888, 584
883, 584
875, 584
869, 584
861, 584
856, 584
849, 584
845, 584
841, 584
837, 584
833, 584
828, 584
824, 584
820, 584
816, 584
809, 584
801, 584
793, 582
788, 582
782, 582
775, 582
771, 582
767, 582
764, 582
759, 582
754, 582
747, 582
739, 582
732, 582
724, 582
718, 582
708, 582
699, 582
692, 581
683, 580
673, 577
663, 575
651, 570
639, 568
628, 562
615, 557
603, 551
593, 547
582, 542
568, 537
550, 528
531, 521
505, 508
476, 497
447, 479
415, 462
391, 445
371, 430
352, 419
342, 412
335, 405
329, 399
325, 396
324, 394
321, 392
319, 390
317, 388
313, 384
308, 379
305, 374
302, 371
297, 366
293, 361
288, 357
281, 354
273, 351
263, 349
252, 347
242, 347
233, 346
229, 346
229, 346
227, 345
227, 344
226, 344
225, 342
225, 339
225, 335
225, 329
225, 321
225, 314
225, 307
225, 302
225, 298
225, 294
225, 292
225, 290
225, 289
225, 286
225, 284
225, 280
225, 274
225, 270
225, 265
225, 258
225, 251
224, 247
223, 243
221, 237
221, 236
221, 234
221, 234
221, 233
220, 231
220, 229
219, 227
218, 224
217, 219
215, 214
212, 210
212, 207
210, 201
208, 198
207, 192
206, 188
205, 185
205, 184|True
204, 184
202, 184
196, 184
192, 186
190, 188
189, 188
188, 188
188, 189
187, 191
187, 191
191, 192
200, 192
208, 192
217, 192
225, 193
234, 195
238, 197
244, 200
248, 203
250, 205
251, 206
255, 208
256, 210
258, 212
260, 213
264, 217
266, 218
269, 221
271, 223
273, 226
274, 231
277, 234
279, 243
282, 247
286, 253
291, 259
294, 264
296, 267
299, 271
300, 274
301, 275
304, 280
305, 283
307, 289
310, 295
314, 302
317, 310
321, 317
325, 323
329, 328
332, 332
336, 336
342, 340
348, 344
358, 348
372, 354
385, 357
401, 361
419, 363
442, 366
464, 366
491, 366
511, 364
531, 359
548, 352
563, 345
578, 339
595, 332
608, 325
622, 315
633, 308
645, 300
653, 292
665, 284
672, 276
678, 270
688, 261
698, 253
705, 247
715, 239
721, 233
725, 228
726, 224
729, 220
730, 217
731, 212
734, 208
735, 203
735, 199
737, 195
738, 190
739, 186
740, 183
741, 179
741, 176
741, 173
740, 169
737, 167
731, 163
725, 159
722, 158
719, 157
716, 155
714, 153
712, 152
710, 149
710, 145
708, 140
707, 135
707, 133
707, 130
707, 128
707, 127
707, 125
707, 123
707, 120
708, 118
709, 117
711, 114
713, 113
713, 113
714, 112
714, 112
715, 112
715, 111
716, 111|True
717, 111
717, 113
716, 118
715, 121
715, 124
714, 126
713, 129
713, 129
712, 131
712, 132
711, 135
711, 135
711, 138
709, 139
709, 141
709, 143
709, 146
709, 149
708, 150
707, 153
707, 154
706, 155
706, 156
705, 157
705, 159
705, 160
705, 160
704, 162
703, 163
701, 167
700, 168
695, 172
691, 173
684, 176
675, 180
665, 181
655, 181
645, 181
633, 181
621, 181
605, 181
590, 181
575, 181
559, 181
545, 181
529, 181
514, 181
502, 178
490, 177
480, 175
471, 174
461, 173
455, 172
448, 171
443, 170
441, 169
438, 169
435, 169
433, 168
429, 165
423, 164
413, 161
408, 159
398, 155
388, 152
380, 148
371, 142
362, 137
358, 133
353, 128
350, 123
346, 116
342, 109
340, 101
335, 92
331, 84
327, 75
324, 69
322, 65
321, 62
320, 59
318, 55
317, 53
317, 51
316, 48
316, 45
314, 41
313, 38
312, 36
310, 33
309, 32
309, 32
309, 31
309, 31
307, 28
306, 26
305, 24
302, 21
301, 19
299, 16
